user_id,age,location,device,account_age_days,event_demand,ticket_price,purchase_time_sec,resale_price,resale_flag,scalper,purchase_date
user_447,22,Hyderabad,Mobile,359,High,500,23.32,500,1,0,4/17/2024
user_255,21,Bangalore,Desktop,102,Low,2000,73.97,2000,0,0,5/25/2024
user_448,32,Bangalore,Desktop,433,High,2000,23.79,2000,0,0,7/20/2024
user_485,37,Delhi,Mobile,15,High,1000,11.8,1000,0,0,11/18/2024
user_77,27,Hyderabad,Desktop,660,High,2000,37.43,2000,0,0,12/2/2024
user_86,26,Delhi,Desktop,988,High,1500,12.73,1500,0,0,10/17/2024
user_21,39,Pune,Mobile,202,Low,1500,15.34,1500,0,0,9/23/2024
user_45,30,Mumbai,Tablet,772,Medium,500,45.45,500,1,0,3/16/2024
user_399,40,Mumbai,Tablet,279,Low,1000,34.95,1000,0,0,8/20/2024
user_226,26,Bangalore,Mobile,800,Medium,1500,2.04,1500,1,0,3/9/2024
user_337,32,Pune,Tablet,893,Medium,500,23.72,500,0,0,8/24/2024
user_19,41,Hyderabad,Tablet,377,High,1500,17.52,1500,0,0,11/9/2024
user_287,40,Hyderabad,Tablet,648,Low,1500,0.5,1500,0,0,4/25/2024
user_27,33,Hyderabad,Desktop,747,Medium,500,2.4,500,0,0,3/25/2024
user_434,38,Mumbai,Mobile,223,Medium,1000,110.3,1000,0,0,3/4/2024
user_201,19,Mumbai,Tablet,853,High,1000,1.1,1000,1,0,11/26/2024
user_450,33,Pune,Desktop,250,Low,1000,0.05,2786.93,1,1,7/5/2024
user_392,43,Bangalore,Tablet,665,Low,500,0.34,500,0,0,8/26/2024
user_496,33,Bangalore,Tablet,307,Medium,1500,26.63,1500,0,0,9/2/2024
user_290,19,Delhi,Mobile,483,High,1000,9.66,1000,0,0,3/12/2024
user_117,24,Hyderabad,Desktop,712,High,500,14.09,500,0,0,1/12/2024
user_110,30,Hyderabad,Desktop,775,High,500,5.35,500,0,0,10/18/2024
user_245,38,Pune,Mobile,529,Low,1000,79.95,1000,0,0,10/10/2024
user_167,39,Bangalore,Mobile,870,Medium,2000,29.54,2000,0,0,5/30/2024
user_281,33,Bangalore,Tablet,791,Medium,1000,41.89,1000,0,0,5/3/2024
user_303,22,Mumbai,Desktop,806,Low,1000,12.21,1000,0,0,10/1/2024
user_347,30,Hyderabad,Tablet,627,High,1000,7.02,1000,0,0,11/6/2024
user_481,37,Pune,Tablet,294,High,500,4.85,500,0,0,6/12/2024
user_452,19,Delhi,Mobile,927,High,2000,4.03,2000,0,0,12/21/2024
user_161,30,Hyderabad,Tablet,796,Medium,1000,35.84,1000,0,0,11/13/2024
user_153,39,Delhi,Tablet,230,Medium,2000,12.69,2000,0,0,11/24/2024
user_84,24,Mumbai,Tablet,924,Low,1000,31.33,1000,1,0,11/30/2024
user_489,42,Mumbai,Desktop,157,High,2000,33.54,2000,1,0,12/3/2024
user_422,22,Delhi,Desktop,925,Low,2000,32.05,2000,0,0,10/4/2024
user_374,43,Hyderabad,Tablet,845,High,1500,9.47,1500,0,0,10/24/2024
user_477,26,Pune,Desktop,627,Medium,1500,21.07,1500,0,0,6/7/2024
user_399,20,Mumbai,Mobile,450,Medium,1000,21.22,1000,0,0,4/4/2024
user_14,38,Mumbai,Desktop,297,Medium,2000,28.98,2000,0,0,5/9/2024
user_34,19,Pune,Mobile,325,High,1500,32.84,1500,0,0,1/16/2024
user_76,31,Hyderabad,Tablet,432,High,500,81.74,500,0,0,5/8/2024
user_4,28,Hyderabad,Tablet,896,Medium,500,3.15,500,0,0,11/1/2024
user_108,29,Mumbai,Mobile,616,Low,2000,19.1,2000,0,0,11/16/2024
user_285,32,Delhi,Desktop,997,Medium,1500,45.55,1500,0,0,4/15/2024
user_432,41,Hyderabad,Tablet,781,Medium,1500,3.26,1500,0,0,10/22/2024
user_121,35,Hyderabad,Tablet,180,Low,1500,99.58,1500,0,0,7/13/2024
user_459,27,Hyderabad,Desktop,804,High,1000,4.51,2404.73,1,1,5/23/2024
user_353,19,Delhi,Desktop,325,Medium,1500,0.04,1500,0,0,10/10/2024
user_245,42,Mumbai,Desktop,105,Low,1500,7.7,1500,0,0,10/22/2024
user_104,18,Hyderabad,Mobile,854,Low,1000,5.41,2478.35,1,1,10/29/2024
user_151,22,Pune,Desktop,255,Low,500,4.21,500,0,0,8/29/2024
user_287,28,Hyderabad,Desktop,292,Low,1000,39.74,1000,0,0,3/29/2024
user_393,19,Hyderabad,Desktop,21,Medium,1500,12.1,1500,0,0,7/19/2024
user_488,27,Bangalore,Desktop,873,High,1000,49.31,1000,1,0,2/8/2024
user_231,19,Pune,Mobile,330,High,1500,33.52,1500,0,0,6/7/2024
user_237,42,Hyderabad,Mobile,87,Low,2000,15.22,2000,1,0,4/10/2024
user_353,37,Bangalore,Mobile,134,Low,2000,0.75,2000,0,0,4/19/2024
user_275,31,Hyderabad,Mobile,878,High,500,27.56,500,0,0,5/7/2024
user_368,43,Hyderabad,Tablet,341,High,1000,4.9,1000,1,0,6/21/2024
user_287,21,Hyderabad,Desktop,31,Medium,1000,22.36,1000,0,0,12/21/2024
user_453,41,Delhi,Tablet,738,High,1500,11.04,1500,1,0,5/27/2024
user_308,35,Mumbai,Desktop,303,Low,2000,10.52,2000,0,0,5/2/2024
user_355,33,Pune,Tablet,708,Low,500,77.42,500,0,0,8/30/2024
user_324,31,Mumbai,Tablet,752,Low,500,0.49,500,0,0,12/2/2024
user_306,30,Hyderabad,Mobile,608,Medium,2000,24.4,2000,0,0,10/14/2024
user_369,32,Pune,Mobile,565,Low,1000,77.41,1000,0,0,2/13/2024
user_169,19,Bangalore,Mobile,782,Medium,500,3.28,500,0,0,4/13/2024
user_398,44,Mumbai,Tablet,215,Low,1000,3.77,1000,0,0,10/13/2024
user_360,20,Delhi,Mobile,794,Medium,1500,24.25,1500,0,0,7/8/2024
user_38,40,Hyderabad,Desktop,809,Low,1000,57.14,1000,1,0,10/17/2024
user_324,22,Bangalore,Tablet,210,High,2000,24.16,2000,1,0,4/4/2024
user_231,39,Delhi,Tablet,971,Medium,2000,28.03,2000,0,0,3/29/2024
user_373,25,Bangalore,Desktop,256,High,1000,19.62,1000,0,0,4/5/2024
user_500,28,Delhi,Mobile,944,High,1000,131.07,1000,0,0,2/23/2024
user_256,43,Mumbai,Tablet,537,Medium,500,162.57,500,0,0,7/11/2024
user_181,43,Mumbai,Tablet,446,High,500,10.95,500,0,0,12/5/2024
user_428,23,Mumbai,Desktop,17,High,1000,11.36,1000,0,0,5/10/2024
user_212,20,Hyderabad,Desktop,718,Low,1500,25.92,1500,0,0,4/18/2024
user_262,37,Hyderabad,Desktop,82,Low,1500,48.9,1500,0,0,10/1/2024
user_314,23,Mumbai,Mobile,996,Low,1000,28.96,1000,0,0,7/6/2024
user_129,42,Mumbai,Tablet,95,Medium,500,11.02,500,0,0,12/30/2024
user_250,39,Bangalore,Desktop,52,Medium,2000,6.55,2000,0,0,10/24/2024
user_253,43,Hyderabad,Mobile,761,Medium,500,9.95,500,0,0,3/17/2024
user_494,26,Hyderabad,Desktop,29,Low,1000,31.66,1000,1,0,9/24/2024
user_17,32,Bangalore,Desktop,448,High,2000,7.99,2000,0,0,1/11/2024
user_34,23,Hyderabad,Mobile,619,Medium,1500,20.68,1500,0,0,8/17/2024
user_132,34,Mumbai,Tablet,947,High,1000,5.01,1000,1,0,11/23/2024
user_373,44,Mumbai,Desktop,61,Low,2000,39.3,2000,0,0,9/23/2024
user_70,24,Mumbai,Tablet,326,Low,1500,170.22,1500,0,0,12/23/2024
user_23,31,Bangalore,Desktop,661,Medium,1000,13.32,1000,1,0,2/15/2024
user_300,38,Delhi,Mobile,609,Medium,1500,77.35,1500,1,0,4/27/2024
user_229,39,Hyderabad,Desktop,962,Medium,500,101.93,500,0,0,10/31/2024
user_460,24,Pune,Tablet,375,Medium,500,11.01,500,0,0,8/2/2024
user_307,30,Pune,Desktop,800,Medium,1000,11.48,1000,0,0,11/8/2024
user_252,43,Hyderabad,Desktop,930,Low,1000,1.92,1000,0,0,6/12/2024
user_478,31,Delhi,Tablet,343,Medium,500,1.89,500,0,0,7/26/2024
user_68,31,Bangalore,Tablet,423,Medium,500,84.93,500,1,0,4/19/2024
user_185,41,Mumbai,Mobile,226,Low,1500,16.08,1500,0,0,2/16/2024
user_139,38,Pune,Mobile,585,High,2000,18.34,2000,0,0,11/15/2024
user_418,40,Hyderabad,Desktop,226,Medium,2000,84.66,2000,0,0,7/28/2024
user_206,34,Mumbai,Mobile,178,Low,2000,5.97,2000,0,0,11/1/2024
user_403,23,Hyderabad,Mobile,996,Medium,500,12.38,500,0,0,7/6/2024
user_291,19,Mumbai,Tablet,525,Medium,1000,39.77,1000,0,0,8/5/2024
user_361,21,Delhi,Mobile,522,High,1500,1.29,1500,0,0,7/7/2024
user_221,20,Delhi,Tablet,529,Low,1500,12.72,1500,1,0,8/31/2024
user_494,44,Mumbai,Desktop,820,High,1000,25.03,1000,1,0,5/25/2024
user_75,33,Mumbai,Mobile,364,Medium,2000,4.93,2000,0,0,9/16/2024
user_203,22,Mumbai,Tablet,538,High,1500,22.25,1500,0,0,2/8/2024
user_311,26,Delhi,Desktop,653,Medium,1500,6.72,1500,0,0,3/6/2024
user_412,29,Mumbai,Desktop,277,Medium,1500,52.92,1500,0,0,6/29/2024
user_85,24,Delhi,Tablet,262,Medium,1500,3.98,1500,1,0,3/27/2024
user_193,43,Delhi,Mobile,758,Low,1500,15.03,1500,0,0,5/31/2024
user_346,39,Delhi,Tablet,28,Low,1000,21.79,1000,0,0,12/22/2024
user_249,42,Pune,Tablet,947,High,2000,19.69,2000,1,0,4/27/2024
user_301,44,Mumbai,Tablet,432,Medium,1500,121.4,1500,0,0,9/3/2024
user_479,18,Hyderabad,Mobile,756,Low,2000,4.25,2000,0,0,6/28/2024
user_52,24,Bangalore,Mobile,894,Medium,1500,0.62,2535.97,1,1,5/14/2024
user_127,28,Mumbai,Desktop,731,Low,1500,14.5,1500,0,0,12/29/2024
user_271,44,Delhi,Mobile,616,High,2000,51.53,2000,1,0,7/28/2024
user_228,21,Pune,Tablet,890,Medium,500,21.01,500,0,0,6/20/2024
user_129,23,Pune,Mobile,435,Low,1500,46.03,1500,0,0,2/24/2024
user_493,44,Pune,Tablet,153,Medium,500,60.36,500,0,0,8/11/2024
user_260,36,Pune,Tablet,640,High,1000,19.52,1000,0,0,5/29/2024
user_9,22,Delhi,Desktop,736,Low,1000,46.5,1000,0,0,11/25/2024
user_360,44,Pune,Desktop,816,Low,1500,14.04,1500,0,0,5/2/2024
user_53,32,Hyderabad,Tablet,396,High,1000,1.02,1803.44,1,1,2/4/2024
user_83,23,Pune,Tablet,405,High,1000,15.21,1000,0,0,5/26/2024
user_335,20,Hyderabad,Desktop,913,Medium,500,9.47,500,0,0,6/23/2024
user_165,21,Hyderabad,Desktop,700,Medium,1000,1.92,1000,0,0,12/8/2024
user_258,33,Delhi,Tablet,342,Medium,1500,26.09,2704.14,1,1,11/29/2024
user_424,30,Delhi,Mobile,336,Low,1000,3.09,1000,0,0,10/4/2024
user_84,41,Pune,Mobile,122,High,1000,31.12,1000,0,0,7/26/2024
user_454,31,Hyderabad,Tablet,721,Medium,2000,10.56,2000,0,0,1/12/2024
user_295,42,Bangalore,Desktop,474,High,1000,47.76,1000,0,0,11/29/2024
user_330,26,Bangalore,Mobile,429,High,2000,13.3,2000,1,0,1/25/2024
user_256,35,Mumbai,Desktop,199,Low,500,14.44,500,0,0,5/25/2024
user_367,44,Bangalore,Mobile,453,Low,1500,5.59,1500,0,0,2/25/2024
user_420,44,Hyderabad,Tablet,681,Medium,500,20.18,500,0,0,8/7/2024
user_41,18,Pune,Mobile,77,Medium,1500,0.97,2471.45,1,1,11/18/2024
user_382,43,Bangalore,Tablet,913,Medium,1000,23.95,1000,1,0,4/3/2024
user_141,30,Pune,Mobile,278,High,2000,5.57,2000,0,0,12/3/2024
user_396,32,Mumbai,Desktop,859,Low,2000,33.95,2000,0,0,6/23/2024
user_318,29,Mumbai,Tablet,504,Medium,1500,17.24,1500,0,0,7/21/2024
user_422,36,Bangalore,Mobile,44,Low,1500,11.79,1500,0,0,1/14/2024
user_4,39,Pune,Tablet,566,Medium,2000,7.63,2000,0,0,2/20/2024
user_224,28,Bangalore,Desktop,896,High,1000,28.42,1000,0,0,10/1/2024
user_169,35,Hyderabad,Mobile,85,High,500,39.38,500,0,0,7/5/2024
user_395,18,Mumbai,Mobile,924,Medium,1000,22.14,1000,0,0,5/5/2024
user_243,34,Bangalore,Desktop,46,Medium,500,35.33,500,0,0,6/16/2024
user_134,33,Mumbai,Mobile,303,Low,1000,15.46,1000,0,0,11/5/2024
user_360,39,Bangalore,Mobile,537,Low,500,30.06,500,0,0,6/21/2024
user_458,31,Pune,Desktop,849,Low,1500,5.19,1500,1,0,3/25/2024
user_323,43,Delhi,Desktop,753,Medium,1000,4.09,1000,0,0,5/13/2024
user_74,40,Pune,Mobile,636,Low,1000,33.19,1000,0,0,12/17/2024
user_297,30,Bangalore,Desktop,500,Low,1500,12.92,1500,0,0,11/8/2024
user_175,24,Delhi,Tablet,928,High,2000,11.35,2000,0,0,3/28/2024
user_208,36,Mumbai,Mobile,312,Low,2000,0.77,2000,0,0,2/19/2024
user_493,33,Hyderabad,Tablet,349,Medium,1000,36.05,1000,0,0,9/1/2024
user_114,30,Bangalore,Desktop,834,Low,500,7.95,1301.27,1,1,4/21/2024
user_231,30,Mumbai,Tablet,598,Medium,2000,17.42,2000,0,0,9/2/2024
user_350,38,Bangalore,Desktop,613,Low,2000,27.44,2000,0,0,1/25/2024
user_431,43,Hyderabad,Mobile,507,High,1500,16.11,1500,1,0,2/7/2024
user_260,23,Hyderabad,Mobile,950,Medium,2000,11.51,2000,0,0,9/15/2024
user_325,40,Bangalore,Desktop,894,High,2000,19.14,2000,0,0,5/25/2024
user_428,34,Pune,Mobile,893,Low,1000,15.7,1000,0,0,7/8/2024
user_208,18,Bangalore,Tablet,162,High,2000,0.68,2000,1,0,12/10/2024
user_152,33,Delhi,Tablet,747,High,1000,29.58,1000,1,0,1/25/2024
user_307,33,Bangalore,Mobile,191,Low,2000,73.27,2000,0,0,12/1/2024
user_293,29,Pune,Desktop,881,High,500,8.51,500,0,0,2/14/2024
user_90,23,Pune,Desktop,30,High,500,16.68,500,0,0,2/17/2024
user_483,28,Pune,Mobile,560,Low,1500,38.52,1500,0,0,8/31/2024
user_349,35,Hyderabad,Tablet,965,Low,1000,0.44,1000,0,0,1/15/2024
user_324,21,Pune,Mobile,200,Low,500,59.74,500,0,0,6/2/2024
user_219,21,Delhi,Tablet,218,Medium,2000,0.61,2000,0,0,11/3/2024
user_284,22,Bangalore,Mobile,256,High,1000,32.59,1000,1,0,4/20/2024
user_218,19,Delhi,Mobile,614,Medium,1000,80.53,1000,1,0,11/25/2024
user_271,26,Pune,Mobile,17,High,2000,30.52,2000,0,0,9/12/2024
user_420,26,Bangalore,Mobile,999,High,1500,8.88,1500,0,0,10/24/2024
user_189,30,Bangalore,Tablet,173,Low,2000,20.8,2000,0,0,3/14/2024
user_370,41,Hyderabad,Tablet,82,Low,2000,42.81,2000,0,0,11/7/2024
user_394,40,Delhi,Mobile,624,High,500,112.6,500,0,0,5/30/2024
user_3,31,Mumbai,Desktop,995,Low,1500,45.68,1500,0,0,3/29/2024
user_129,35,Bangalore,Desktop,797,High,500,15,500,0,0,5/9/2024
user_86,42,Hyderabad,Desktop,22,Low,1000,16.77,1000,0,0,3/10/2024
user_361,20,Mumbai,Mobile,707,High,2000,4.78,2000,0,0,12/5/2024
user_378,22,Pune,Desktop,988,High,1000,15.24,1000,0,0,11/13/2024
user_7,33,Delhi,Tablet,393,Medium,2000,71.99,2000,0,0,8/4/2024
user_391,29,Delhi,Tablet,960,Medium,1500,43.47,1500,0,0,12/23/2024
user_127,21,Pune,Desktop,528,High,2000,0.78,2000,0,0,5/23/2024
user_262,32,Mumbai,Desktop,241,Medium,1000,50.2,1000,0,0,3/20/2024
user_257,37,Bangalore,Mobile,604,Medium,500,62.5,500,0,0,1/7/2024
user_53,44,Delhi,Mobile,531,Medium,1500,7.23,2580.06,1,1,8/2/2024
user_197,23,Delhi,Tablet,294,Low,2000,11.93,2000,0,0,6/22/2024
user_169,41,Hyderabad,Desktop,340,High,1000,21.44,1000,0,0,10/10/2024
user_207,20,Bangalore,Mobile,84,Medium,500,59.29,500,0,0,3/30/2024
user_188,33,Pune,Mobile,30,Medium,500,34.43,500,0,0,11/10/2024
user_436,25,Hyderabad,Desktop,188,High,2000,87.42,2000,0,0,2/28/2024
user_189,24,Mumbai,Tablet,914,High,500,129.29,500,0,0,7/18/2024
user_277,41,Bangalore,Desktop,717,Low,500,29.42,500,0,0,8/24/2024
user_241,25,Delhi,Tablet,528,Low,1500,37.92,1500,0,0,8/17/2024
user_199,24,Delhi,Tablet,181,Medium,500,1.08,1365.41,1,1,10/24/2024
user_166,38,Bangalore,Desktop,938,Low,2000,6.29,2000,0,0,7/5/2024
user_375,34,Delhi,Tablet,748,High,1500,47.26,1500,1,0,1/3/2024
user_403,37,Pune,Tablet,696,High,500,3.34,500,1,0,9/9/2024
user_406,34,Bangalore,Desktop,901,Low,1000,38.77,1000,0,0,2/19/2024
user_494,39,Hyderabad,Mobile,727,High,2000,11.84,2000,0,0,1/27/2024
user_355,32,Bangalore,Desktop,571,Medium,500,29.94,500,0,0,7/8/2024
user_111,32,Delhi,Mobile,982,Low,1000,10.63,1000,0,0,12/17/2024
user_271,37,Bangalore,Mobile,762,High,2000,7.51,2000,0,0,3/19/2024
user_7,29,Delhi,Desktop,343,Low,2000,12.65,2000,0,0,7/10/2024
user_373,42,Delhi,Desktop,559,High,1000,1.96,1000,0,0,7/27/2024
user_402,22,Delhi,Tablet,983,High,500,61.02,500,0,0,12/5/2024
user_52,38,Pune,Tablet,454,High,1500,7.69,2690.35,1,1,9/28/2024
user_343,35,Delhi,Mobile,643,Low,1500,33.58,1500,0,0,12/1/2024
user_10,43,Hyderabad,Desktop,512,Low,2000,41.84,2000,0,0,12/15/2024
user_247,23,Bangalore,Tablet,602,High,1500,163.72,1500,0,0,5/27/2024
user_433,33,Pune,Mobile,828,Low,500,1.69,500,0,0,7/15/2024
user_96,27,Mumbai,Mobile,706,High,2000,3.34,2000,0,0,12/7/2024
user_140,39,Pune,Tablet,287,Low,1500,51.82,1500,0,0,9/7/2024
user_325,31,Delhi,Tablet,618,High,1500,38.62,1500,1,0,4/6/2024
user_103,18,Pune,Desktop,225,Low,500,11.03,500,0,0,10/9/2024
user_79,28,Mumbai,Desktop,68,Low,2000,29.13,2000,0,0,4/14/2024
user_65,40,Pune,Mobile,237,Medium,1500,74.97,1500,0,0,10/16/2024
user_403,40,Pune,Mobile,891,Medium,2000,6.32,2000,0,0,1/13/2024
user_317,41,Bangalore,Mobile,27,High,1500,18.06,1500,0,0,6/19/2024
user_196,24,Pune,Mobile,198,High,1000,21.33,1000,1,0,6/30/2024
user_492,36,Mumbai,Mobile,807,Medium,500,45.16,500,0,0,11/18/2024
user_171,24,Hyderabad,Mobile,257,High,500,11.6,500,0,0,3/10/2024
user_351,39,Pune,Desktop,515,Low,2000,23.19,2000,1,0,2/21/2024
user_84,35,Delhi,Mobile,372,High,2000,9.32,2000,0,0,1/9/2024
user_36,44,Pune,Tablet,440,Medium,1500,15.5,1500,0,0,6/27/2024
user_303,23,Bangalore,Tablet,137,Medium,1500,70.34,1500,0,0,11/23/2024
user_67,18,Mumbai,Tablet,703,Low,1000,8.28,1000,0,0,3/23/2024
user_462,39,Mumbai,Mobile,840,High,2000,1.9,2000,0,0,3/2/2024
user_270,39,Pune,Mobile,468,High,2000,70.71,2000,0,0,2/11/2024
user_68,19,Pune,Desktop,970,High,2000,91.99,2000,0,0,9/3/2024
user_443,43,Mumbai,Tablet,282,Medium,1000,11.33,1000,0,0,7/25/2024
user_296,31,Mumbai,Tablet,449,Medium,500,3.92,500,0,0,2/26/2024
user_106,29,Bangalore,Desktop,491,Medium,1000,72.05,1000,0,0,11/3/2024
user_26,38,Hyderabad,Mobile,486,High,2000,3.79,2000,0,0,8/6/2024
user_49,38,Pune,Desktop,958,Low,500,4.49,500,0,0,2/23/2024
user_463,25,Bangalore,Tablet,547,Medium,1500,3.58,3981.25,1,1,3/14/2024
user_24,28,Bangalore,Tablet,282,Medium,2000,51.38,2000,1,0,6/29/2024
user_88,24,Pune,Desktop,117,High,1000,10.23,1000,0,0,7/24/2024
user_321,31,Pune,Mobile,25,Medium,1500,5.23,1500,0,0,1/10/2024
user_283,35,Pune,Mobile,134,Low,500,17.78,500,1,0,5/29/2024
user_275,26,Hyderabad,Tablet,349,High,2000,32.66,2000,0,0,2/27/2024
user_357,23,Hyderabad,Mobile,220,High,2000,14.21,2000,0,0,10/5/2024
user_42,40,Pune,Tablet,419,Medium,500,7.07,500,0,0,1/27/2024
user_313,43,Bangalore,Tablet,106,Medium,1000,1.32,1000,0,0,7/10/2024
user_483,44,Bangalore,Mobile,194,Low,1000,36.72,1000,0,0,4/6/2024
user_32,33,Pune,Mobile,608,Medium,1500,4.84,3324.92,1,1,6/2/2024
user_315,20,Pune,Desktop,88,Low,1000,29.71,1000,0,0,4/6/2024
user_147,26,Pune,Tablet,690,Low,1500,74.9,1500,1,0,2/1/2024
user_280,35,Delhi,Desktop,52,Medium,500,2.15,500,0,0,9/26/2024
user_114,37,Bangalore,Desktop,745,Low,1000,13.04,2428.75,1,1,3/30/2024
user_16,19,Hyderabad,Desktop,679,Low,500,50.52,500,0,0,7/27/2024
user_46,18,Delhi,Desktop,83,Medium,1500,103.02,1500,0,0,11/2/2024
user_369,29,Hyderabad,Tablet,65,Low,500,26.49,500,0,0,3/2/2024
user_246,44,Mumbai,Mobile,293,Low,500,1.14,1101.78,1,1,5/9/2024
user_109,21,Pune,Mobile,123,Low,2000,64.54,2000,0,0,8/2/2024
user_448,39,Hyderabad,Tablet,521,High,1500,35.14,1500,0,0,3/14/2024
user_143,42,Delhi,Desktop,110,Medium,1500,13.41,1500,0,0,2/10/2024
user_496,30,Mumbai,Tablet,353,Medium,1000,4.78,1000,0,0,5/24/2024
user_35,41,Pune,Mobile,238,High,500,56.7,500,0,0,11/13/2024
user_130,41,Mumbai,Mobile,658,Low,1000,12.59,1000,0,0,11/1/2024
user_26,33,Mumbai,Desktop,103,Medium,2000,6.91,2000,0,0,5/28/2024
user_152,35,Pune,Mobile,704,Medium,1500,9.95,1500,0,0,9/30/2024
user_292,27,Mumbai,Desktop,505,Medium,500,10.76,500,0,0,1/17/2024
user_208,26,Delhi,Tablet,23,Medium,500,42.79,500,0,0,12/3/2024
user_49,44,Pune,Mobile,413,High,2000,26.25,2000,0,0,4/17/2024
user_289,26,Mumbai,Desktop,214,High,2000,8.91,2000,0,0,9/3/2024
user_167,36,Hyderabad,Desktop,867,Low,1000,75.48,1000,0,0,6/2/2024
user_23,31,Bangalore,Tablet,101,Low,2000,29.36,2000,1,0,5/10/2024
user_475,19,Bangalore,Tablet,819,High,1000,24.19,1000,0,0,3/16/2024
user_382,34,Hyderabad,Mobile,705,Low,1500,12.55,1500,0,0,2/24/2024
user_140,43,Delhi,Mobile,364,Low,1500,127.57,1500,0,0,4/27/2024
user_258,24,Hyderabad,Desktop,55,High,1000,6.77,2707.65,1,1,7/7/2024
user_26,39,Hyderabad,Desktop,839,Low,1000,17.72,1000,0,0,4/27/2024
user_211,33,Hyderabad,Tablet,153,Medium,500,17.95,500,0,0,12/13/2024
user_231,23,Delhi,Tablet,921,Low,1500,19.63,1500,0,0,11/29/2024
user_148,28,Mumbai,Tablet,675,Low,500,6.85,500,0,0,1/26/2024
user_120,42,Mumbai,Mobile,310,Medium,1000,14.36,1000,0,0,3/8/2024
user_491,43,Mumbai,Mobile,468,Medium,1000,4.75,2708.4,1,1,2/18/2024
user_216,29,Hyderabad,Tablet,739,Medium,1500,22.34,1500,0,0,8/3/2024
user_341,19,Mumbai,Tablet,757,Low,2000,0.66,3617.94,1,1,3/6/2024
user_460,27,Bangalore,Mobile,466,Medium,500,13.29,500,0,0,12/2/2024
user_377,33,Mumbai,Tablet,389,Medium,2000,40.2,2000,1,0,2/15/2024
user_250,20,Mumbai,Mobile,192,Low,2000,39.42,2000,0,0,4/9/2024
user_350,31,Mumbai,Tablet,793,Medium,500,11.11,500,1,0,8/25/2024
user_242,23,Mumbai,Desktop,982,High,500,68.31,500,0,0,1/12/2024
user_72,37,Mumbai,Mobile,132,Low,1000,28.57,1000,0,0,3/11/2024
user_351,33,Hyderabad,Tablet,28,Medium,1500,12.47,1500,1,0,4/16/2024
user_326,22,Delhi,Desktop,825,Low,2000,13.21,2000,0,0,5/22/2024
user_231,20,Delhi,Tablet,387,Low,2000,40.4,2000,0,0,1/9/2024
user_492,32,Hyderabad,Desktop,396,Low,500,6.56,500,0,0,11/23/2024
user_487,38,Delhi,Mobile,898,High,1500,24.61,1500,1,0,2/4/2024
user_103,40,Bangalore,Desktop,535,Medium,1000,9.24,1000,0,0,10/20/2024
user_401,29,Pune,Mobile,128,Medium,2000,8.99,2000,0,0,5/1/2024
user_228,34,Delhi,Desktop,666,Medium,1000,47.09,1000,1,0,9/13/2024
user_27,29,Pune,Desktop,880,High,2000,27.53,2000,0,0,4/15/2024
user_63,38,Bangalore,Mobile,223,Medium,2000,68.59,2000,0,0,1/19/2024
user_500,19,Bangalore,Tablet,21,Low,1000,43.09,1000,0,0,5/4/2024
user_446,36,Mumbai,Desktop,276,Medium,1500,29.3,1500,0,0,11/24/2024
user_329,19,Bangalore,Mobile,529,Medium,1000,9.84,1000,0,0,8/15/2024
user_365,27,Pune,Mobile,478,High,2000,49.07,2000,0,0,12/27/2024
user_61,29,Delhi,Tablet,262,High,500,32.22,500,0,0,12/7/2024
user_337,38,Delhi,Mobile,245,Medium,500,12.79,500,1,0,8/3/2024
user_132,40,Pune,Tablet,144,High,2000,10.19,2000,0,0,10/20/2024
user_296,39,Hyderabad,Mobile,710,Low,500,19.32,500,0,0,5/24/2024
user_491,36,Hyderabad,Mobile,251,Low,1500,0.33,2980.37,1,1,4/29/2024
user_327,25,Bangalore,Mobile,926,High,500,21.89,500,0,0,2/8/2024
user_423,41,Bangalore,Tablet,810,High,2000,16.82,2000,0,0,11/8/2024
user_456,37,Delhi,Desktop,361,High,2000,56.06,2000,0,0,3/14/2024
user_323,31,Mumbai,Tablet,189,Medium,500,14.24,500,1,0,1/25/2024
user_479,28,Pune,Desktop,800,High,2000,1.11,2000,0,0,12/8/2024
user_368,24,Bangalore,Tablet,241,High,500,86.35,500,0,0,6/23/2024
user_297,18,Delhi,Tablet,238,High,500,1.22,500,0,0,9/2/2024
user_408,35,Hyderabad,Desktop,631,High,1500,12.93,1500,0,0,1/30/2024
user_330,29,Pune,Tablet,318,Low,500,3.14,500,0,0,5/18/2024
user_297,19,Bangalore,Mobile,195,High,500,24.95,500,0,0,1/13/2024
user_67,25,Bangalore,Desktop,610,Low,500,10.07,500,0,0,8/16/2024
user_435,36,Delhi,Desktop,963,Low,1500,42.54,1500,0,0,11/16/2024
user_210,29,Mumbai,Tablet,801,Medium,2000,16.3,2000,0,0,1/18/2024
user_148,42,Mumbai,Desktop,121,Medium,500,28.28,500,0,0,1/13/2024
user_226,36,Hyderabad,Desktop,806,Low,1500,7.47,1500,0,0,7/4/2024
user_254,43,Delhi,Tablet,264,Low,500,0.52,762.02,1,1,6/4/2024
user_227,35,Mumbai,Tablet,598,High,2000,59.13,2000,0,0,5/6/2024
user_484,22,Bangalore,Desktop,912,Medium,1500,80.9,1500,0,0,1/16/2024
user_446,40,Delhi,Desktop,945,High,1000,41.13,1000,1,0,9/27/2024
