user_id,account_age_days,ticket_price,purchase_time_sec,mouse_velocity_mean,mouse_velocity_std,click_frequency,keystroke_flight_time_ms,navigation_entropy,session_duration_sec,pages_visited,scroll_depth_pct,resale_price,resale_flag,scalper,purchase_date
user_4926,65,354.32,0.82,2566.18,8.7,7.22,5,0.444,6.1,1,0,1007.95,1,1,2025-04-21
user_2444,991,492.78,49.67,359.89,125.31,0.385,275.2,4.898,163.4,5,65.0,492.78,0,0,2025-02-10
user_405,157,99.95,65.97,628.43,195.98,0.77,244.4,0.664,190.8,7,75.1,99.95,0,0,2025-03-12
user_299,44,90.41,34.12,391.16,101.69,1.048,219.2,1.965,144.2,7,39.7,90.41,0,0,2025-05-14
user_2283,922,24.26,10.52,281.02,193.89,0.729,165.9,2.48,127.1,9,39.6,24.26,0,0,2025-04-06
user_55,1210,25.13,55.03,178.75,163.38,0.964,160.9,1.524,114.7,6,80.5,25.13,0,0,2025-03-10
user_2577,1470,199.43,22.69,287.74,105.37,0.872,197.1,1.59,353.6,12,87.2,199.43,0,0,2025-06-22
user_811,929,218.47,29.78,236.11,125.46,0.341,247.2,2.487,267.0,6,57.7,218.47,0,0,2025-01-06
user_82,204,11.93,68.54,334.57,58.85,0.426,152.3,1.837,149.6,4,47.1,11.93,0,0,2025-01-24
user_534,1123,97.55,40.37,301.35,165.66,1.044,238.8,2.343,274.1,7,81.9,97.55,0,0,2025-02-11
user_1688,1225,127.86,12.48,326.24,210.26,1.067,146.1,1.747,114.7,13,19.0,95.6,1,0,2025-04-30
user_4182,1126,60.58,24.11,273.84,126.11,0.71,161.7,2.043,92.6,5,82.3,60.58,0,0,2025-05-15
user_2341,87,389.92,49.76,148.32,53.79,0.501,250.5,2.14,163.1,7,67.7,389.92,0,0,2025-04-22
user_3250,632,104.35,52.88,507.48,168.42,0.578,210.4,2.69,315.6,8,66.4,104.35,0,0,2025-03-07
user_1549,1467,69.47,76.14,282.5,148.23,0.514,256.3,1.603,211.6,7,59.8,69.47,0,0,2025-04-13
user_3370,189,50.4,43.32,148.81,134.75,0.797,181.6,2.073,64.1,6,86.0,50.4,0,0,2025-03-03
user_4971,19,434.64,1.25,1157.38,24.33,5.4,5,0.35,7.4,1,29.3,848.02,1,1,2025-02-19
user_4497,1145,159.95,27.31,230.66,116.51,0.675,116.0,2.115,204.2,9,82.2,159.95,0,0,2025-01-26
user_3759,912,46.25,84.9,359.23,140.09,0.587,181.9,2.749,263.0,4,62.0,46.25,0,0,2025-05-09
user_3992,1232,48.41,44.16,321.35,119.87,0.724,231.8,3.036,154.0,7,62.6,48.41,0,0,2025-06-11
user_4804,525,277.96,16.78,703.98,30.86,1.723,52.0,1.636,89.7,4,61.8,569.63,1,1,2025-04-10
user_1080,289,345.95,63.15,259.84,33.71,1.06,224.7,3.388,116.0,8,81.0,345.95,0,0,2025-06-27
user_2020,1229,103.85,47.53,258.52,176.18,0.709,86.3,3.563,147.1,7,56.0,103.85,0,0,2025-06-27
user_4520,1096,89.41,23.36,283.84,132.53,0.593,237.8,2.22,119.5,10,62.8,89.41,0,0,2025-06-26
user_4367,499,31.42,57.53,339.11,175.6,0.536,187.2,2.997,399.2,7,56.3,31.42,0,0,2025-06-21
user_2028,1306,81.14,41.73,573.3,118.18,1.248,180.7,2.088,163.0,8,48.3,81.14,0,0,2025-03-06
user_3773,1133,205.67,11.88,243.73,119.03,1.189,156.6,3.283,123.8,6,52.3,205.67,0,0,2025-03-17
user_584,287,21.85,57.46,485.84,48.89,0.81,204.1,2.392,103.2,8,65.4,21.85,0,0,2025-02-22
user_3494,948,204.64,56.49,262.17,189.4,0.776,79.7,2.525,134.4,9,91.8,204.64,0,0,2025-06-03
user_3506,1324,45.16,52.37,265.58,205.59,0.657,250.6,3.185,112.8,6,81.1,45.16,0,0,2025-05-25
user_688,385,98.86,3,397.32,180.4,0.761,149.8,3.272,259.9,6,68.4,98.86,0,0,2025-04-10
user_4575,614,42.76,13.58,364.7,37.24,1.168,75.9,1.294,86.4,4,20.0,78.87,1,1,2025-04-04
user_1793,1354,49.61,33.26,285.74,126.38,0.977,59.9,1.881,17.2,7,45.2,49.61,0,0,2025-02-21
user_1054,558,299.89,47.54,305.26,245.55,1.61,160.9,1.884,259.8,8,61.2,299.89,0,0,2025-06-28
user_2993,886,39.13,22.01,336.61,129.99,0.52,216.1,2.669,153.5,6,81.7,39.13,0,0,2025-02-04
user_87,1419,114.52,28.53,319.6,182.94,0.9,178.0,3.045,388.1,8,66.5,114.52,0,0,2025-06-23
user_3434,244,41.53,37.48,231.97,111.49,0.476,30,2.805,107.7,7,68.5,41.53,0,0,2025-01-26
user_4235,519,138.47,31.87,469.41,122.84,0.704,56.3,1.918,127.1,9,23.1,103.02,1,0,2025-03-30
user_2490,1147,145.04,49.4,255.32,88.49,0.803,119.1,2.432,161.7,11,54.2,145.04,0,0,2025-01-14
user_4753,111,220.56,21.53,499.37,78.83,2.115,166.3,1.674,92.9,5,17.2,445.14,1,1,2025-04-15
user_2709,970,72.11,63.13,328.5,185.05,0.528,225.0,3.012,33.7,8,68.7,72.11,0,0,2025-01-24
user_2791,503,34.25,29.2,493.42,170.45,0.879,203.5,2.812,194.9,6,43.8,34.25,0,0,2025-02-28
user_1299,681,46.32,20.93,445.35,142.28,1.054,141.2,3.687,90.3,5,81.2,46.32,0,0,2025-03-13
user_2170,226,201.25,54.82,118.84,111.61,0.786,158.2,0.151,138.7,6,100,201.25,0,0,2025-05-01
user_2440,944,33.39,37.63,350.36,133.25,0.37,68.1,2.058,193.5,6,87.5,33.39,0,0,2025-03-22
user_145,890,141.85,37.27,96.07,185.46,0.712,197.1,4.089,139.0,4,71.4,141.85,0,0,2025-06-15
user_429,459,264.13,44.66,240.17,246.52,0.485,178.6,3.228,209.2,6,27.4,264.13,0,0,2025-06-29
user_4025,494,144.91,26.39,460.0,103.88,0.875,236.5,3.889,201.3,10,57.3,144.91,0,0,2025-01-11
user_732,1299,143.11,34.45,309.8,171.67,1.046,135.3,2.969,183.0,7,73.8,143.11,0,0,2025-06-18
user_1574,363,186.15,48.21,318.17,129.63,0.757,167.2,3.931,174.1,7,67.1,186.15,0,0,2025-03-29
user_307,86,94.34,38.1,193.36,209.26,0.886,271.6,2.756,91.8,6,34.7,94.34,0,0,2025-05-31
user_1972,574,57.47,32.03,406.74,286.86,0.133,68.4,2.294,340.1,5,39.6,57.47,0,0,2025-05-14
user_1143,1176,205.38,65.9,520.65,161.56,0.055,162.2,3.472,144.1,3,55.1,205.38,0,0,2025-01-28
user_2797,232,82.94,44.7,389.13,131.68,0.963,194.5,2.462,232.5,8,1.0,82.94,0,0,2025-03-05
user_3489,235,185.05,26.26,175.85,192.47,1.101,131.7,1.374,334.8,7,11.0,185.05,0,0,2025-06-14
user_4999,84,20.87,1.14,2618.75,15.19,4.153,20.8,0.195,5.5,2,12.4,54.08,1,1,2025-01-08
user_795,1099,132.45,47.02,250.41,225.3,0.598,153.5,3.071,10,7,53.0,132.45,0,0,2025-02-02
user_671,663,147.67,51.55,360.06,129.06,1.016,209.0,2.935,158.5,5,59.4,147.67,0,0,2025-02-06
user_1526,555,277.36,57.4,516.57,225.2,0.81,119.0,4.032,91.6,8,53.7,277.36,0,0,2025-04-17
user_2775,1137,173.63,30.27,217.87,178.76,1.212,90.8,2.671,288.7,8,89.7,173.63,0,0,2025-03-13
user_202,538,129.02,39.22,343.56,169.96,0.553,230.8,2.91,147.3,9,100,117.32,1,0,2025-03-24
user_841,1247,12.8,37.97,322.74,148.44,1.082,127.2,2.346,105.0,8,49.5,12.8,0,0,2025-03-12
user_4791,139,55.14,8.27,648.92,87.18,0.963,97.3,1.544,36.7,4,37.4,135.07,1,1,2025-06-26
user_2710,791,282.54,41.72,290.16,198.24,0.774,121.6,2.846,320.2,6,56.8,261.25,1,0,2025-05-27
user_4226,920,15.0,3,262.04,134.64,0.718,297.5,3.598,97.3,10,87.7,15.0,0,0,2025-03-27
user_131,1148,132.9,98.06,318.7,79.4,0.656,102.8,2.714,243.3,7,73.4,132.9,0,0,2025-03-29
user_4059,443,74.19,44.78,584.81,255.87,0.932,128.1,3.032,10,5,100,74.19,0,0,2025-03-24
user_2672,1353,11.32,37.69,475.77,147.89,0.907,213.5,2.34,331.7,6,61.7,11.32,0,0,2025-05-16
user_1923,679,71.6,88.94,392.03,164.37,0.852,106.8,3.52,22.0,6,75.2,71.6,0,0,2025-06-25
user_2883,1387,225.03,45.2,359.02,63.02,0.817,125.7,2.481,222.5,7,41.5,225.03,0,0,2025-03-09
user_2555,763,258.29,37.46,380.1,160.1,0.651,207.4,2.284,236.0,9,33.5,258.29,0,0,2025-02-21
user_2106,1001,475.92,74.72,461.23,175.71,0.459,198.4,1.081,144.0,6,88.3,475.92,0,0,2025-06-24
user_3003,448,153.85,29.39,373.21,99.22,1.227,195.9,3.671,164.7,5,68.2,153.85,0,0,2025-02-14
user_280,1272,25.31,20.99,238.78,169.13,0.619,122.4,2.076,169.8,6,72.4,25.31,0,0,2025-03-19
user_333,1117,43.31,17.91,340.38,197.66,1.228,180.4,2.128,219.7,3,86.5,43.31,0,0,2025-01-18
user_4932,39,54.5,4.6,1399.07,17.75,4.479,20.3,0.319,7.6,3,15.3,54.5,0,1,2025-01-22
user_3507,471,61.33,32.8,191.53,144.39,1.368,110.9,2.635,108.9,10,67.0,61.33,0,0,2025-06-05
user_787,201,13.39,39.09,441.95,106.45,0.8,213.1,1.826,111.9,8,51.7,13.39,0,0,2025-06-11
user_3505,1032,168.45,37.76,546.43,149.9,1.041,223.7,2.925,226.0,5,45.7,168.45,0,0,2025-05-16
user_2681,1436,128.66,52.95,490.15,89.13,0.53,224.2,3.114,97.2,4,100,128.66,0,0,2025-04-17
user_2849,1208,304.0,20.93,526.31,152.29,0.362,257.7,2.903,127.9,6,91.3,304.0,0,0,2025-05-16
user_2125,808,97.28,56.58,490.93,137.01,1.011,159.3,2.052,86.9,5,69.8,97.28,0,0,2025-03-29
user_2128,1209,127.04,57.82,365.76,270.37,0.197,180.9,1.787,259.3,5,40.1,127.04,0,0,2025-03-04
user_4489,1238,120.17,57.61,71.77,222.35,0.655,288.4,1.388,159.7,10,60.9,120.17,0,0,2025-01-11
user_443,1341,220.88,108.39,205.93,63.07,0.497,214.7,2.272,117.6,4,54.1,228.72,1,0,2025-03-18
user_4762,261,84.86,4.98,465.57,53.89,1.81,97.8,1.331,58.4,4,35.4,172.66,1,1,2025-05-22
user_2607,638,292.37,38.57,282.97,146.79,0.902,154.1,1.153,264.2,7,95.7,292.37,0,0,2025-03-18
user_492,89,26.61,39.62,278.93,103.64,1.187,157.6,4.615,188.7,7,81.9,26.61,0,0,2025-02-09
user_3226,962,80.0,69.63,206.66,152.56,0.977,151.1,3.535,220.9,5,45.0,80.0,0,0,2025-04-09
user_329,1015,89.9,54.96,532.18,85.19,0.83,208.8,2.024,120.9,5,63.4,89.9,0,0,2025-03-06
user_3973,1447,355.25,9.98,339.25,184.76,0.742,193.5,1.069,139.3,7,77.0,341.38,1,0,2025-01-31
user_4653,613,290.57,11.01,174.85,97.1,2.003,91.7,0.46,36.7,4,32.6,376.7,1,1,2025-04-17
user_2206,1434,77.41,65.42,362.27,204.59,1.177,182.4,2.904,355.2,6,59.7,77.41,0,0,2025-01-27
user_3330,504,103.04,20.5,433.38,162.49,0.88,205.4,1.787,140.4,9,39.6,106.09,1,0,2025-04-26
user_214,683,77.2,57.73,386.27,112.31,0.922,116.8,1.838,273.1,5,73.1,77.2,0,0,2025-01-07
user_2032,89,48.61,33.81,366.8,73.77,0.596,197.3,1.802,176.7,7,47.6,48.61,0,0,2025-02-27
user_1319,300,104.21,52.06,362.24,94.7,0.591,246.7,1.405,156.2,7,52.1,104.21,0,0,2025-02-17
user_2404,1376,240.11,58.25,365.73,133.7,0.917,281.1,2.362,408.3,7,83.0,240.11,0,0,2025-05-04
user_2395,1312,83.02,33.77,504.71,86.64,0.384,174.8,2.816,156.5,13,55.4,83.02,0,0,2025-03-05
user_4239,795,223.95,58.05,577.48,127.77,0.592,158.8,2.154,244.5,6,70.5,223.95,0,0,2025-01-14
user_1641,1130,49.48,65.74,127.18,227.73,1.014,153.0,2.929,12.6,8,40.3,49.48,0,0,2025-03-07
user_1492,1284,232.51,80.98,476.62,192.94,0.784,137.3,2.044,192.5,8,81.9,232.51,0,0,2025-06-07
user_4681,277,14.58,5.18,492.8,86.24,1.814,52.7,0.494,90.0,4,2.7,28.75,1,1,2025-01-22
user_2604,306,281.19,44.27,415.15,160.57,1.704,145.6,2.136,267.5,3,31.6,281.19,0,0,2025-06-05
user_1005,612,92.29,57.87,235.13,106.0,0.76,255.7,2.748,136.5,7,59.3,92.29,0,0,2025-03-12
user_2314,1058,125.78,58.07,455.49,165.55,1.246,220.0,3.486,115.8,6,39.6,125.78,0,0,2025-04-28
user_305,1223,73.35,49.81,322.83,217.33,1.036,310.0,1.945,148.3,6,71.1,73.35,0,0,2025-05-24
user_2714,764,208.33,86.65,484.48,170.77,1.332,66.8,3.069,17.8,4,51.3,208.33,0,0,2025-01-14
user_595,1407,151.43,62.06,319.83,273.98,0.531,88.8,3.032,196.1,8,47.8,151.43,0,0,2025-05-05
user_1837,815,488.94,73.84,246.29,134.6,0.607,192.6,2.572,163.0,9,82.5,488.94,0,0,2025-02-15
user_1293,1331,38.97,25.65,475.8,138.99,0.05,107.5,2.397,268.2,8,68.3,38.97,0,0,2025-03-10
user_3909,1446,120.41,40.33,10,142.46,0.877,112.0,3.072,244.0,7,26.8,120.41,0,0,2025-03-08
user_1681,1057,290.18,52.93,319.84,186.81,0.859,197.5,2.367,212.2,4,7.9,290.18,0,0,2025-03-08
user_4580,434,64.21,17.56,444.8,89.08,2.104,132.3,0.946,71.2,6,43.6,86.27,1,1,2025-03-26
user_2565,230,43.41,56.19,346.52,83.48,1.117,245.5,3.918,278.2,6,59.4,43.41,0,0,2025-04-16
user_3676,813,85.71,42.59,477.31,186.09,0.957,246.6,1.816,95.0,9,34.6,85.71,0,0,2025-05-07
user_1677,99,162.2,74.23,364.12,189.42,0.753,247.6,1.736,32.9,7,73.5,162.2,0,0,2025-05-30
user_4233,772,282.85,36.58,579.2,180.9,0.656,206.5,2.64,100.7,6,61.2,282.85,0,0,2025-02-09
user_517,1331,31.26,52.11,396.41,85.85,0.828,283.4,2.153,10,4,83.0,31.26,0,0,2025-03-29
user_3836,242,264.95,59.06,190.11,158.07,1.475,187.7,1.914,274.2,4,78.0,241.84,1,0,2025-03-03
user_2678,513,319.44,15.27,303.47,88.15,0.252,242.1,2.807,171.3,10,96.7,319.44,0,0,2025-01-28
user_4898,33,198.84,1.78,2805.31,8.93,5.57,28.1,0.344,6.2,1,2.1,315.86,1,1,2025-04-08
user_1363,1285,61.08,46.93,408.4,166.88,0.754,152.4,2.239,170.6,9,61.4,61.08,0,0,2025-06-02
user_347,213,48.61,12.55,298.31,174.35,0.555,252.6,2.56,125.6,6,80.7,48.61,0,0,2025-05-28
user_4264,138,222.03,36.75,586.19,215.13,0.95,161.2,3.942,147.3,4,99.6,222.03,0,0,2025-04-22
user_1032,1458,149.39,65.36,425.03,150.41,1.375,308.1,1.685,281.7,9,48.7,164.6,1,0,2025-01-24
user_4192,326,161.89,3,377.81,99.3,1.103,222.7,3.042,185.1,5,69.6,161.89,0,0,2025-02-08
user_2697,1338,29.82,77.09,444.63,132.56,1.073,210.6,1.915,68.4,7,56.8,29.82,0,0,2025-06-15
user_3269,1044,43.13,35.0,242.72,16.16,1.123,136.6,2.946,104.5,6,66.6,43.13,0,0,2025-05-16
user_3493,344,45.91,53.4,295.19,131.21,1.053,205.1,1.254,213.5,6,98.5,45.91,0,0,2025-04-08
user_1787,207,274.57,63.65,261.24,187.19,0.694,60.8,2.921,262.1,10,74.7,274.57,0,0,2025-02-05
user_2516,551,217.17,41.51,335.5,140.44,0.551,123.8,3.027,212.7,13,39.0,217.17,0,0,2025-02-11
user_2602,946,177.05,41.86,351.19,112.75,0.814,184.9,3.838,325.7,7,55.5,177.05,0,0,2025-06-25
user_4719,419,67.99,12.74,214.34,102.74,1.723,204.2,1.247,49.4,5,39.3,136.98,1,1,2025-03-28
user_2771,1219,96.97,71.5,112.41,237.49,0.589,128.8,2.166,311.7,12,58.3,96.97,0,0,2025-02-01
user_4767,340,395.02,14.41,445.98,104.18,1.703,102.8,1.067,64.3,3,42.6,822.38,1,1,2025-01-29
user_1219,366,106.87,62.75,385.0,169.37,0.904,214.8,2.49,326.8,10,53.4,106.87,0,0,2025-03-09
user_361,533,104.67,80.32,335.74,86.41,0.379,171.4,3.132,202.8,6,52.4,104.67,0,0,2025-01-11
user_3525,1312,166.54,52.8,362.8,173.51,0.865,203.5,2.025,277.7,5,69.2,166.54,0,0,2025-04-19
user_4075,150,64.54,72.08,261.95,225.4,0.8,120.3,2.244,289.9,10,95.9,64.54,0,0,2025-05-01
user_135,1367,475.68,33.88,270.76,154.71,1.057,168.1,1.437,24.0,4,42.9,475.68,0,0,2025-04-15
user_4018,1163,108.18,41.97,610.56,187.39,0.874,83.0,1.728,286.2,7,82.4,108.18,0,0,2025-01-03
user_4558,543,44.38,14.78,466.74,132.6,2.478,116.0,1.795,12.8,4,85.6,93.92,1,1,2025-04-26
user_927,488,58.67,62.45,493.67,266.31,1.42,179.3,2.389,193.6,9,78.7,58.67,0,0,2025-04-03
user_3728,120,81.9,27.85,407.4,163.14,1.009,271.1,2.305,214.0,4,57.5,81.9,0,0,2025-05-26
user_1387,197,357.49,63.06,338.74,115.24,1.083,277.5,2.72,161.9,8,41.9,357.49,0,0,2025-05-06
user_2825,410,59.23,27.63,184.51,143.1,0.875,141.8,2.846,197.6,5,99.3,59.23,0,0,2025-05-22
user_3042,322,79.9,49.11,344.08,108.95,0.329,266.5,3.035,189.6,6,29.8,79.9,0,0,2025-05-24
user_3480,1496,20.37,36.02,414.74,143.87,0.554,275.7,2.332,158.1,8,91.2,20.37,0,0,2025-02-10
user_436,1052,292.17,12.86,412.83,137.24,1.17,165.9,1.346,174.0,5,100,292.17,0,0,2025-04-14
user_3651,1155,58.86,55.82,315.53,170.71,0.796,179.4,2.228,111.4,11,62.3,58.86,0,0,2025-03-22
user_4857,1,66.5,2.7,2387.44,28.86,3.497,33.7,0.224,12.1,1,19.8,137.3,1,1,2025-02-01
user_507,1303,61.08,45.58,468.1,179.6,0.881,211.0,1.081,187.8,11,50.4,61.08,0,0,2025-02-11
user_3040,913,17.08,51.5,340.73,129.05,1.224,244.3,2.838,240.1,9,51.7,17.08,0,0,2025-06-12
user_2287,143,69.35,31.46,356.12,137.4,0.862,336.7,3.122,135.3,7,61.4,69.35,0,0,2025-02-02
user_1149,882,16.49,45.83,370.47,91.2,0.886,116.7,1.87,206.9,5,46.9,16.49,0,0,2025-04-20
user_3397,1136,278.87,35.49,294.17,88.72,0.478,232.4,2.334,116.7,7,34.3,278.87,0,0,2025-03-17
user_1163,399,240.54,21.68,441.53,96.06,1.19,181.3,2.057,199.7,6,51.5,240.54,0,0,2025-01-30
user_478,994,288.97,60.42,287.56,195.47,0.92,166.5,2.832,239.2,4,36.6,288.97,0,0,2025-05-06
user_3949,902,110.46,19.23,397.81,156.65,0.454,93.8,2.973,175.0,6,66.0,110.46,0,0,2025-03-24
user_3446,725,43.89,59.22,409.08,209.52,0.669,187.8,2.155,153.4,3,100,43.89,0,0,2025-03-23
user_4536,426,18.78,41.93,311.58,106.7,0.427,192.6,2.665,144.5,6,56.3,18.78,0,0,2025-06-25
user_3471,1482,265.97,3,191.31,139.82,1.538,217.7,1.045,226.4,10,65.1,265.97,0,0,2025-02-09
user_4912,81,110.41,3.34,1446.88,27.0,3.483,18.6,0.412,14.4,1,24.0,188.79,1,1,2025-06-23
user_3392,154,69.15,74.58,483.46,118.7,1.582,46.1,1.752,10,8,89.3,69.15,0,0,2025-05-20
user_4702,234,442.82,9.1,379.43,85.75,1.628,75.2,1.846,40.0,4,14.8,878.38,1,1,2025-01-24
user_3101,686,30.76,37.98,287.86,134.81,1.226,126.7,3.085,232.7,10,89.7,30.76,0,0,2025-06-26
user_81,470,141.61,36.24,157.24,198.31,0.41,237.7,2.235,252.0,5,94.2,141.61,0,0,2025-05-22
user_1394,614,215.22,30.62,332.62,166.46,0.936,239.2,2.256,255.2,7,93.9,215.22,0,0,2025-01-03
user_2668,274,10.22,49.54,333.37,76.32,0.839,179.1,2.955,168.2,11,84.6,10.22,0,0,2025-03-22
user_503,950,90.1,18.39,143.94,109.97,0.836,182.4,1.637,76.1,12,84.0,90.1,0,0,2025-01-06
user_2066,830,26.01,14.83,343.73,195.58,0.592,121.0,3.347,128.3,11,39.0,26.01,0,0,2025-06-26
user_2550,186,21.98,19.32,273.36,144.82,0.917,209.7,1.952,236.2,7,79.2,21.98,0,0,2025-04-15
user_115,1156,141.85,55.42,462.57,86.59,1.184,142.3,2.759,76.7,4,68.3,141.85,0,0,2025-01-17
user_224,1246,478.65,41.71,314.05,99.03,0.567,112.5,2.257,192.0,6,85.3,478.65,0,0,2025-03-28
user_3513,1247,214.13,42.9,317.69,167.56,0.764,159.8,1.14,240.3,8,43.6,214.13,0,0,2025-02-07
user_191,46,272.57,83.04,475.36,146.11,0.878,197.0,1.538,277.7,4,49.0,272.57,0,0,2025-01-03
user_4463,290,188.31,42.92,511.48,110.18,0.908,129.8,1.903,202.5,5,87.0,188.31,0,0,2025-06-18
user_32,962,122.23,35.58,413.38,222.54,0.576,181.6,2.453,172.1,8,66.2,122.23,0,0,2025-01-19
user_3724,1259,131.54,51.94,392.7,213.19,0.925,55.8,1.157,170.0,6,22.6,131.54,0,0,2025-04-10
user_4597,296,66.05,7.66,451.17,75.84,1.577,70.1,0.989,26.9,5,46.6,99.17,1,1,2025-02-11
user_2805,742,24.03,60.01,283.03,125.9,1.075,149.5,2.378,209.9,8,61.5,24.03,0,0,2025-06-02
user_372,454,299.85,28.39,257.24,173.17,0.403,148.3,3.035,184.3,5,69.3,299.85,0,0,2025-01-31
user_4116,240,275.0,48.19,587.54,102.13,0.393,152.7,2.126,157.3,7,76.0,220.28,1,0,2025-06-21
user_4991,90,222.18,2.77,1092.09,32.14,7.126,30.6,0.117,12.4,1,16.3,404.88,1,1,2025-01-08
user_4357,357,46.59,61.35,468.84,131.15,0.377,133.8,3.065,340.3,5,66.9,46.59,0,0,2025-02-12
user_2059,253,248.89,46.17,424.05,142.95,0.833,140.3,2.228,62.9,6,89.0,248.89,0,0,2025-01-10
user_3099,885,161.71,66.78,504.75,175.27,0.573,106.6,3.368,259.4,8,49.4,161.71,0,0,2025-03-10
user_1134,1269,184.47,71.04,419.7,105.34,0.708,86.5,2.49,417.3,7,56.9,184.47,0,0,2025-01-09
user_716,549,76.02,64.8,236.49,212.89,1.202,114.7,3.574,28.1,7,88.1,76.02,0,0,2025-05-05
user_600,1095,267.73,53.82,343.66,137.58,0.672,180.3,3.824,10,13,23.3,267.73,0,0,2025-02-06
user_3541,1239,97.58,55.3,290.18,205.36,0.511,209.8,3.616,238.9,7,48.5,97.58,0,0,2025-02-12
user_743,1279,264.84,39.77,679.67,181.03,1.185,154.9,2.251,156.1,7,80.0,189.63,1,0,2025-05-25
user_3589,1130,74.85,13.89,301.08,171.71,0.125,187.8,2.653,121.1,6,75.2,74.85,0,0,2025-06-06
user_380,1176,90.49,33.12,288.06,185.37,1.095,252.8,2.376,246.0,4,51.2,90.49,0,0,2025-06-09
user_1377,1123,15.8,73.29,513.23,154.23,0.612,118.4,2.411,187.8,12,95.8,13.89,1,0,2025-05-30
user_2294,1315,111.99,18.75,180.5,223.24,0.378,270.0,2.914,222.3,6,84.5,111.99,0,0,2025-04-26
user_985,1002,34.14,48.39,356.55,244.19,0.71,160.4,1.971,236.0,7,47.7,34.14,0,0,2025-01-23
user_4282,1435,42.04,64.85,350.29,165.07,1.201,156.7,2.591,228.9,3,69.5,42.04,0,0,2025-03-18
user_2782,199,450.89,16.37,280.4,134.4,1.434,188.0,3.494,344.7,6,72.4,450.89,0,0,2025-04-27
user_4995,55,83.46,3.51,1439.41,13.63,2.412,21.7,0.407,7.9,1,18.5,202.96,1,1,2025-05-12
user_863,73,97.04,20.49,264.95,115.14,1.064,182.8,3.421,323.6,7,67.7,97.04,0,0,2025-04-21
user_3652,186,31.84,51.51,230.06,280.59,0.761,179.9,4.087,117.7,3,56.1,31.84,0,0,2025-06-14
user_3181,845,61.97,69.66,246.21,98.84,0.114,138.0,2.976,192.9,5,44.6,61.97,0,0,2025-04-04
user_532,201,225.06,43.02,363.64,122.88,0.624,170.8,2.56,402.2,12,59.5,225.06,0,0,2025-04-25
user_3215,622,15.3,73.66,378.63,162.72,1.363,209.0,2.284,123.7,3,44.7,15.3,0,0,2025-04-17
user_2703,231,133.84,46.3,370.13,149.52,0.783,179.8,2.319,392.6,7,52.3,133.84,0,0,2025-04-24
user_2580,93,223.59,77.24,383.19,219.43,0.959,273.6,2.251,135.8,5,43.7,223.59,0,0,2025-03-13
user_978,1423,31.92,34.55,112.36,146.05,0.513,122.6,1.037,137.5,5,68.3,31.92,0,0,2025-05-19
user_1223,927,379.63,23.39,398.11,221.13,0.523,108.6,2.745,227.5,5,77.3,379.63,0,0,2025-04-26
user_3007,244,73.4,55.73,235.52,210.07,0.787,186.8,3.64,228.2,4,87.0,73.4,0,0,2025-02-28
user_2499,1409,173.99,54.14,364.76,130.98,0.877,249.1,2.365,196.8,7,65.5,173.99,0,0,2025-01-24
user_3020,1214,377.98,19.54,461.69,117.77,0.762,189.8,1.145,288.9,7,49.3,377.98,0,0,2025-01-31
user_3527,635,98.65,40.57,311.83,89.86,1.237,256.9,3.068,97.7,7,53.3,98.65,0,0,2025-06-15
user_2247,477,233.34,3,300.38,202.55,0.945,144.2,1.953,196.2,6,100,233.34,0,0,2025-05-15
user_3090,59,478.47,39.08,424.56,180.23,0.453,199.6,2.348,340.9,6,10.7,478.47,0,0,2025-03-18
user_1899,711,209.26,42.62,280.05,66.14,0.723,164.8,2.126,149.7,7,85.4,209.26,0,0,2025-06-11
user_3006,1496,176.49,52.57,206.2,128.29,0.907,174.6,1.191,156.1,5,69.4,176.49,0,0,2025-05-12
user_800,549,75.97,54.17,325.02,221.42,0.61,133.0,3.748,176.2,5,89.4,77.73,1,0,2025-04-05
user_1046,1433,99.66,56.87,353.8,207.15,1.363,261.2,2.442,125.6,5,64.5,99.66,0,0,2025-01-04
user_2084,1471,112.75,47.57,261.55,223.42,0.76,241.0,2.966,102.6,8,85.9,112.75,0,0,2025-04-17
user_2724,1013,63.3,43.21,470.0,41.68,0.801,80.5,2.295,217.1,3,55.6,63.3,0,0,2025-05-19
user_4298,1333,128.43,45.5,231.69,103.94,0.678,236.0,2.099,237.4,7,44.9,128.43,0,0,2025-04-02
user_2936,145,146.87,38.02,417.64,193.11,0.356,247.2,3.344,111.9,4,65.0,146.87,0,0,2025-02-20
user_474,896,34.81,61.37,371.5,189.05,0.298,245.1,3.428,218.3,8,84.1,34.81,0,0,2025-03-02
user_3856,1172,37.35,21.27,291.11,119.21,0.748,257.6,2.283,276.0,9,72.1,37.35,0,0,2025-01-31
user_4004,1139,52.66,9.84,180.93,130.19,1.37,272.8,2.016,219.5,5,74.7,52.66,0,0,2025-02-09
user_4609,433,53.3,17.85,425.83,47.83,2.039,112.3,1.1,39.3,6,32.5,74.0,1,1,2025-01-06
user_3141,391,140.53,23.83,414.22,177.63,1.192,260.2,2.829,74.0,4,85.6,140.53,0,0,2025-05-19
user_838,277,241.05,39.36,539.64,144.63,0.279,222.4,3.86,240.3,9,64.1,241.05,0,0,2025-05-18
user_1817,751,88.35,56.28,433.11,111.57,0.577,205.1,1.717,235.5,7,88.6,88.35,0,0,2025-04-04
