user_id,account_age_days,ticket_price,purchase_time_sec,mouse_velocity_mean,mouse_velocity_std,click_frequency,keystroke_flight_time_ms,navigation_entropy,session_duration_sec,pages_visited,scroll_depth_pct,resale_price,resale_flag,scalper,purchase_date
user_109,1372,35.6,45.71,167.9119,217.7391,0.7857,55.5757,0.866,364.6801,6,21.0595,35.6,0,0,2025-01-13
user_4615,353,281.55,2.67,555.9764,112.2275,1.8911,83.0762,1.778,75.6302,4,33.949,607.22,1,1,2025-06-20
user_2226,282,97.01,71.35,255.2115,47.4413,0.5026,308.2781,3.4693,265.0791,8,83.8524,97.01,0,0,2025-04-13
user_555,681,148.27,56.7,340.9479,168.8953,0.6399,152.2016,1.0651,140.3716,6,106.5601,148.27,0,0,2025-04-06
user_1017,1417,232.55,27.63,307.1037,45.5426,0.3846,202.9044,1.0747,156.2317,7,68.5061,232.55,0,0,2025-05-06
user_1389,687,87.82,42.49,268.271,141.6826,0.6866,130.4584,2.4955,98.9089,6,83.2451,87.82,0,0,2025-06-22
user_628,1430,120.55,40.76,509.4652,130.5579,0.9979,127.9385,2.3263,207.9934,9,16.2266,120.55,0,0,2025-05-16
user_3665,971,31.06,69.64,169.2582,222.4216,0.7351,185.5414,1.4053,9.6629,7,63.3384,31.06,0,0,2025-03-28
user_3198,602,119.55,44.97,522.7743,287.8762,1.3112,132.3549,2.8485,295.9883,4,19.2386,119.55,0,0,2025-01-17
user_3959,449,68.56,51.24,389.9266,109.1568,0.531,151.2361,3.3155,234.9601,4,101.4121,68.56,0,0,2025-02-03
user_59,1050,358.37,25.63,297.6992,102.9935,0.4597,192.2559,2.0407,186.215,5,35.8102,358.37,0,0,2025-02-09
user_3188,961,152.33,49.88,153.0251,196.313,0.6379,221.5011,1.4799,116.5148,12,84.1094,152.33,0,0,2025-01-27
user_276,609,20.34,49.44,417.8963,85.0675,0.4468,187.943,2.1124,322.2283,6,76.2002,20.34,0,0,2025-05-19
user_3857,839,268.66,26.73,340.0825,101.8185,0.5665,251.5899,2.8693,302.2841,6,48.5342,268.66,0,0,2025-06-20
user_2112,524,39.59,59.9,183.1895,177.5451,1.1099,56.6902,2.275,10.6552,4,42.4871,39.59,0,0,2025-03-18
user_1272,953,55.45,27.63,311.7928,172.4403,0.8,76.9216,2.1844,266.8365,5,79.4659,55.45,0,0,2025-05-20
user_602,1393,142.31,30.83,388.0141,178.2535,0.3282,159.9893,3.4706,243.6117,9,94.9363,142.31,0,0,2025-03-07
user_4302,205,92.02,36.29,261.5513,171.0122,0.3297,198.4996,3.5769,218.244,7,62.9406,92.02,0,0,2025-06-20
user_4566,587,128.81,18.52,483.3593,57.9383,1.5484,34.118,1.0423,53.1205,3,54.4614,128.81,0,1,2025-03-29
user_4818,195,105.58,14.98,543.9226,54.7054,2.4814,149.5006,0.9765,55.3706,4,39.3956,180.4,1,1,2025-05-23
user_3695,425,213.0,26.11,340.6354,226.2506,0.8953,207.9864,0.949,68.0473,4,54.935,213.0,0,0,2025-05-13
user_2301,631,51.31,37.92,257.3064,173.0562,0.5632,199.8209,2.914,282.5529,7,50.5,51.31,0,0,2025-01-14
user_2947,747,430.13,44.64,413.3053,153.1286,0.8697,237.511,4.1484,239.823,8,60.5195,430.13,0,0,2025-04-07
user_779,154,99.24,72.9,300.7068,106.1509,0.8145,119.9223,2.4916,197.8037,6,70.9512,89.46,1,0,2025-04-15
user_4010,1072,102.87,69.65,465.6979,201.629,0.8706,98.228,2.8158,302.774,5,52.1612,102.87,0,0,2025-02-22
user_2285,1253,83.8,72.0,195.7117,234.0419,1.1601,82.2826,2.3204,123.3433,5,94.6399,83.8,0,0,2025-04-23
user_3812,412,68.71,60.73,241.4367,163.7603,1.6148,230.0205,1.4782,110.177,12,59.5711,68.71,0,0,2025-01-22
user_369,784,273.04,52.08,349.0658,51.7065,1.2194,203.9854,3.7484,301.481,6,55.4997,273.04,0,0,2025-03-24
user_1333,720,137.97,63.87,509.343,138.2589,0.3076,228.0605,3.3207,117.2685,11,64.4971,137.97,0,0,2025-05-30
user_4671,698,82.32,15.45,659.5729,117.3911,2.344,133.8511,1.328,51.9382,4,14.5206,102.09,1,1,2025-03-08
user_3673,419,70.98,39.69,576.4653,190.5582,0.8355,57.0722,3.1112,67.3849,11,25.0748,70.98,0,0,2025-01-28
user_4925,59,105.95,2.83,875.1814,23.6869,4.5213,17.1212,0.1981,6.4638,2,16.1696,283.73,1,1,2025-01-19
user_4768,350,70.81,16.44,480.9565,85.6738,2.6117,42.2085,1.8107,55.4133,3,33.5911,85.57,1,1,2025-01-17
user_3876,241,473.63,45.33,324.7572,89.9647,1.0056,29.5847,2.2822,166.678,7,51.2501,473.63,0,0,2025-04-19
user_3833,1193,269.82,17.66,414.7708,163.0406,0.7367,312.0771,0.8702,20.1444,4,83.2494,295.53,1,0,2025-04-23
user_877,1201,139.33,57.2,425.9619,232.1055,1.1089,163.7868,3.4029,176.8444,5,31.9791,139.33,0,0,2025-01-03
user_4792,641,35.13,13.41,524.9712,66.2691,1.8586,117.4851,1.8147,86.6243,2,26.5179,56.07,1,1,2025-01-24
user_4104,332,121.19,62.95,169.1133,151.2006,0.6648,189.9961,2.3143,34.5039,8,96.8401,121.19,0,0,2025-04-15
user_1210,811,156.67,38.18,458.1909,177.3106,0.3774,211.559,2.672,321.9209,8,50.8027,156.67,0,0,2025-06-28
user_72,58,35.56,49.96,226.3764,197.0227,0.7824,223.8272,2.0324,115.2475,7,36.5474,35.56,0,0,2025-04-12
user_4105,237,66.53,41.17,60.8647,143.6753,1.2063,139.5273,2.3406,212.8369,7,65.8239,66.53,0,0,2025-04-14
user_373,42,45.0,47.97,222.2039,204.9656,1.2542,151.8043,3.0198,345.9421,10,43.4625,34.25,1,0,2025-03-24
user_1043,1276,144.23,35.39,373.3906,124.4093,0.7608,327.7021,3.2927,50.0027,7,49.1269,115.84,1,0,2025-04-29
user_4383,782,130.65,47.04,281.712,73.3333,0.8021,204.3035,1.0169,143.3032,6,75.7622,130.65,0,0,2025-04-29
user_1137,1043,111.94,62.51,125.0278,128.0166,0.491,157.9762,1.0243,187.6737,9,83.2555,111.94,0,0,2025-04-29
user_2508,256,49.49,52.33,516.0726,111.2631,0.7625,116.5486,3.0565,265.9642,5,79.0829,49.49,0,0,2025-05-10
user_3816,1023,21.63,18.99,116.3418,183.6841,0.6874,181.3159,3.2737,181.0934,4,45.2914,18.71,1,0,2025-03-24
user_125,428,96.65,56.03,244.6602,183.428,0.2607,146.6652,1.7206,92.533,4,76.304,96.65,0,0,2025-05-24
user_3535,576,134.3,22.16,90.9499,150.9148,0.5186,123.8831,1.6656,178.3907,9,40.6309,134.3,0,0,2025-05-09
user_1273,47,171.22,45.15,242.3072,181.9063,1.0909,201.8843,2.3596,189.536,7,92.131,171.22,0,0,2025-02-15
user_3711,1070,445.63,25.73,457.8887,111.4925,0.3605,192.4924,2.083,331.2077,7,58.9561,445.63,0,0,2025-06-04
user_2349,482,22.9,28.93,239.5847,153.3519,1.3341,134.922,1.8637,147.577,8,65.0099,22.9,0,0,2025-05-29
user_3156,1314,247.81,69.89,416.338,200.4438,1.2663,145.2615,2.574,144.0735,6,62.4827,247.81,0,0,2025-03-25
user_4403,90,73.85,63.15,336.6523,112.253,1.0155,47.4988,2.1055,344.6682,5,100.6841,73.85,0,0,2025-03-28
user_336,1372,141.73,9.0,508.753,192.3956,1.1499,197.6575,3.5514,141.5266,6,55.2188,141.73,0,0,2025-02-23
user_2972,937,28.6,26.83,325.3874,160.2334,0.365,196.721,3.2225,20.758,4,81.0117,28.64,1,0,2025-04-16
user_1704,399,69.44,45.15,488.1433,151.5016,0.9698,262.8647,3.0516,151.8375,6,71.783,69.44,0,0,2025-05-08
user_524,280,80.07,35.77,466.4597,162.7021,0.7448,247.1447,2.0965,262.373,9,74.5931,80.07,0,0,2025-01-01
user_1760,908,101.16,45.43,504.688,145.8094,0.6872,261.6114,2.0948,115.4709,6,85.9757,101.16,0,0,2025-06-12
user_552,762,12.3,81.99,318.5696,194.7911,0.3943,131.8306,2.8187,201.9401,5,83.8094,12.3,0,0,2025-01-19
user_4470,139,64.34,74.52,331.6254,210.8219,0.9923,122.8939,2.0527,160.0566,7,68.7588,64.34,0,0,2025-03-06
user_4422,95,269.11,88.52,176.7915,192.2702,0.732,218.4577,2.0355,99.6894,7,45.7418,269.11,0,0,2025-03-17
user_3906,375,130.38,50.86,273.7856,146.2281,0.764,162.9786,1.9532,120.9146,5,85.4787,130.38,0,0,2025-06-06
user_1016,782,95.95,45.47,311.4687,200.5806,1.0028,191.9244,1.4895,57.2203,4,67.4979,95.95,0,0,2025-06-05
user_887,1027,183.7,3,668.8205,263.4147,0.5053,136.5278,1.3541,335.304,7,91.5574,183.7,0,0,2025-06-27
user_971,1193,319.45,50.1,214.2253,206.2352,1.3409,160.2291,1.988,215.7092,7,62.0035,319.45,0,0,2025-04-08
user_3512,233,104.49,19.78,282.741,67.9755,0.7229,85.1198,2.1063,218.2044,8,63.6431,104.49,0,0,2025-02-02
user_1186,901,73.43,42.16,334.547,151.5729,0.9102,204.3585,1.4565,203.142,6,65.5285,73.43,0,0,2025-04-17
user_878,720,70.16,44.14,348.376,235.6599,0.3978,169.3996,1.6587,62.237,6,61.3394,70.16,0,0,2025-05-12
user_1130,1333,126.06,33.94,459.2586,131.0925,0.7231,113.2133,2.7794,153.6504,6,70.592,126.06,0,0,2025-05-20
user_4049,1141,44.88,46.1,368.5282,135.333,0.9285,229.6685,3.7994,248.936,8,57.9891,44.88,0,0,2025-03-23
user_2224,591,12.86,80.04,339.2347,143.1765,0.5901,119.2472,3.2553,77.1924,10,80.0637,12.86,0,0,2025-06-05
user_3797,1327,15.45,23.84,619.5471,109.8395,1.0405,201.2325,2.573,265.8279,6,66.82,15.45,0,0,2025-06-28
user_3582,753,391.81,51.5,297.953,127.644,0.233,184.3739,4.2998,232.1749,5,37.5951,344.64,1,0,2025-04-20
user_3417,374,24.32,39.49,440.1805,230.6243,1.3227,113.7448,2.5286,137.8049,7,77.3352,24.32,0,0,2025-03-11
user_4848,625,19.15,10.26,684.4271,113.7452,1.8178,80.6808,1.3946,87.5147,3,51.3183,19.15,0,1,2025-05-18
user_3929,258,110.87,61.6,578.7111,168.1239,0.6284,215.5373,1.7071,346.7695,4,71.8836,110.87,0,0,2025-05-23
user_2163,654,239.09,14.15,287.9351,185.9214,0.794,106.9741,2.34,218.9347,4,61.8174,239.09,0,0,2025-02-01
user_3277,1216,120.4,63.98,457.3272,82.8257,0.7851,101.0264,2.5522,308.3758,6,52.1988,120.4,0,0,2025-03-16
user_2517,591,200.29,65.06,177.8769,203.381,0.5505,214.4482,3.1444,109.1989,6,62.7765,183.82,1,0,2025-01-26
user_1116,221,207.37,18.15,255.7574,196.0882,1.342,218.9671,3.4599,189.6318,6,54.8895,207.37,0,0,2025-03-10
user_2772,442,100.99,3,414.7754,139.3809,1.1919,104.9339,2.9643,113.4223,5,77.6682,101.9,1,0,2025-01-19
user_2958,145,202.66,62.54,146.2565,56.434,0.915,308.7466,3.4787,212.5464,6,91.8072,202.66,0,0,2025-04-29
user_3025,550,58.31,66.01,549.7322,174.2694,1.1851,199.0965,2.9191,250.6958,7,83.7041,58.31,0,0,2025-06-01
user_7,1227,118.76,70.51,76.3212,267.1735,1.0732,241.9807,2.5855,9.6637,5,82.6358,118.76,0,0,2025-03-09
user_2538,1256,239.94,37.28,235.4309,173.9204,0.4799,180.031,4.3215,61.0888,8,54.8071,239.94,0,0,2025-03-24
user_2533,331,269.37,23.76,216.3091,131.3986,1.1605,152.8866,2.4674,191.4667,4,63.5727,269.37,0,0,2025-01-27
user_2086,37,254.86,29.44,348.2977,172.8887,0.3045,205.0537,3.3262,219.6544,4,44.6343,254.86,0,0,2025-04-24
user_3153,693,81.63,59.36,201.6314,96.061,0.8086,37.6472,1.605,327.4651,7,15.4859,81.63,0,0,2025-06-07
user_541,34,428.19,48.95,373.5964,145.8552,1.0127,159.0318,3.3559,168.7341,8,46.1536,428.19,0,0,2025-04-27
user_3135,1341,47.59,63.19,354.9529,190.5264,0.4039,198.75,3.1664,159.3847,9,89.5337,47.59,0,0,2025-06-04
user_2460,519,30.89,41.36,561.6027,204.199,0.9357,109.6313,2.0951,95.0963,5,50.0336,30.89,0,1,2025-05-26
user_1044,950,30.1,21.11,402.1192,169.0007,0.902,106.0812,4.1556,58.5206,3,82.4714,30.1,0,0,2025-02-26
user_2233,1132,397.1,31.34,335.7162,233.3812,0.9194,152.0576,3.0506,94.7808,9,46.2929,397.1,0,0,2025-01-08
user_744,491,214.73,36.54,280.8453,222.7531,0.9291,181.725,3.9011,229.606,9,26.5338,214.73,0,0,2025-05-10
user_169,645,72.63,38.16,360.2277,203.4621,1.4931,139.7185,2.1297,321.4682,6,55.4929,72.63,0,0,2025-02-04
user_1934,1427,245.82,71.12,467.47,144.6608,0.8918,301.6155,3.145,93.7597,6,65.066,245.82,0,0,2025-02-19
user_4277,929,269.6,45.72,492.7456,166.0736,0.6257,225.9638,2.3216,168.7554,11,13.8395,269.6,0,0,2025-02-03
user_2561,1464,98.52,42.5,382.4659,74.8132,0.7376,234.3982,2.4785,255.0493,5,64.5788,85.39,1,0,2025-06-30
user_2763,884,68.17,24.94,371.0991,177.2308,0.928,234.3617,3.5238,155.8855,7,43.5666,68.17,0,0,2025-01-23
user_850,643,53.95,46.73,268.2356,238.0045,0.3839,175.4024,3.6553,264.9151,5,106.6888,53.95,0,0,2025-06-15
user_4834,455,237.73,12.55,607.8601,96.2198,2.3005,86.118,1.1146,57.0906,2,52.1693,487.91,1,1,2025-02-06
user_4582,658,292.75,12.82,877.1088,65.0667,1.7262,72.4364,2.1998,51.3087,3,41.7652,292.75,0,1,2025-02-12
user_2243,915,220.11,45.75,525.3022,184.631,0.7793,75.7321,2.0807,242.1998,7,32.5516,220.11,0,0,2025-06-09
user_3083,1043,75.03,3.23,355.098,104.4264,1.1361,226.8119,2.1931,133.2286,9,25.8886,75.03,0,0,2025-05-17
user_3184,515,18.11,59.28,415.1852,156.9156,0.7316,190.9638,2.3535,285.1531,10,79.4673,18.11,0,0,2025-04-03
user_1874,1287,239.69,49.56,304.0878,172.261,0.728,211.5585,1.4387,75.0253,4,62.2265,239.69,0,0,2025-04-15
user_1019,62,64.88,78.5,366.2177,100.2459,0.378,123.7177,3.8155,277.0937,6,89.7463,64.88,0,0,2025-02-20
user_3131,500,65.0,42.83,389.9858,134.7654,1.1533,247.4912,2.2182,69.8904,12,69.2572,65.0,0,0,2025-06-11
user_3546,1270,248.9,51.55,315.1649,28.1506,0.6695,30.8683,2.3096,145.9705,3,75.9642,248.9,0,0,2025-05-01
user_3390,1481,146.78,35.49,283.0408,43.0922,0.4569,209.128,3.3149,24.5807,4,74.3893,146.78,0,0,2025-03-01
user_1880,77,172.11,31.42,250.0008,106.3973,1.1423,184.3722,2.6382,200.4824,8,73.9962,172.11,0,0,2025-06-14
user_3082,519,87.63,30.47,111.3835,113.2253,0.8895,254.7367,3.4469,133.7361,4,84.5263,87.63,0,0,2025-01-02
user_2212,759,55.9,56.99,274.4422,84.3111,0.317,119.3136,1.6141,134.3449,4,36.8723,39.33,1,0,2025-01-10
user_4904,65,30.47,2.91,2069.583,42.6219,8.4975,36.2636,0.2242,8.8253,1,0,30.47,0,1,2025-04-17
user_1691,485,26.37,6.75,53.0615,136.6289,0.6156,192.0857,3.9289,212.647,6,82.0797,26.03,1,0,2025-01-29
user_4636,687,17.68,8.57,581.374,99.1157,2.4346,113.9447,1.145,36.7882,7,57.5998,42.57,1,1,2025-06-12
user_3498,304,77.31,86.43,69.4366,270.0849,0.7657,230.3719,3.6949,304.7851,7,80.3113,77.31,0,0,2025-03-16
user_1748,510,65.05,18.07,491.5313,166.3279,0.7253,210.2832,2.8875,99.4474,4,51.8724,65.05,0,0,2025-05-15
user_3888,1133,68.51,23.75,349.1647,152.9833,1.2516,161.7227,3.1953,188.1358,7,67.9315,68.51,0,0,2025-06-27
user_4500,162,80.29,36.18,361.7828,251.5569,0.4523,208.2852,2.9816,230.5301,8,55.6136,84.89,1,0,2025-04-25
user_2433,107,39.44,50.37,433.3339,67.8967,1.3137,109.3413,1.5798,176.9145,6,42.0873,39.44,0,0,2025-04-16
user_1991,890,50.97,37.84,399.2559,220.944,1.048,29.4947,2.831,342.8129,7,92.0641,50.97,0,0,2025-04-01
user_875,493,62.85,34.48,314.1407,225.1964,0.4282,197.5376,0.1398,143.4378,5,77.0395,62.85,0,0,2025-03-05
user_4435,783,61.03,44.86,307.1092,133.475,0.5144,176.415,1.6205,67.7854,4,84.6408,61.03,0,0,2025-04-21
user_521,1226,106.76,34.78,93.9592,189.4142,0.048,188.0257,2.489,142.605,4,61.2019,106.76,0,0,2025-03-09
user_3723,1476,409.96,30.02,392.4777,111.8557,0.3576,254.8948,4.0342,173.6756,5,41.0269,409.96,0,0,2025-06-19
user_3227,421,164.56,17.18,235.4532,206.716,1.028,198.8241,2.5435,287.1322,4,52.4199,148.24,1,0,2025-02-26
user_1911,870,39.6,3,307.1751,61.2557,0.6028,134.2017,2.1353,267.7339,5,91.5075,39.6,0,0,2025-02-19
user_4122,331,126.35,51.13,368.0689,147.0517,0.964,225.3216,1.7177,128.455,5,46.3241,126.35,0,0,2025-06-05
user_3456,105,109.08,86.2,285.0408,238.639,0.918,234.6081,2.7555,138.3482,5,56.1725,109.08,0,0,2025-04-03
user_2171,179,487.2,64.59,173.9246,157.5665,1.051,221.1565,4.4898,270.5419,5,45.6051,487.2,0,0,2025-03-13
user_399,141,131.66,66.44,415.1639,160.8567,0.6154,205.8412,2.2674,30.3213,7,43.2262,131.66,0,0,2025-03-30
user_3104,1446,74.29,40.72,356.5308,186.078,0.6085,142.8692,3.3737,245.4753,6,87.2972,74.29,0,0,2025-05-20
user_300,447,133.78,5.85,235.9247,153.7457,0.6568,169.1976,2.1345,242.0425,8,56.1539,133.78,0,1,2025-04-12
user_511,1050,164.89,81.38,263.0434,114.4231,1.179,275.5725,1.6836,248.8418,8,71.0946,164.89,0,0,2025-05-10
user_3278,1160,31.85,58.71,541.4288,87.7511,0.8196,221.1223,1.0981,306.1256,5,45.9836,31.85,0,0,2025-04-05
user_1427,954,34.21,52.89,376.9085,227.3282,0.3511,141.9739,2.0928,203.3969,6,72.7029,34.21,0,0,2025-06-17
user_1833,389,29.14,61.06,364.0157,179.8131,0.5351,227.7272,3.3805,126.7751,5,72.4915,29.14,0,0,2025-06-01
user_3859,750,46.51,90.59,503.3861,113.4913,1.0297,233.7417,1.9391,156.6666,5,92.1394,46.51,0,0,2025-06-03
user_4751,230,21.97,15.29,463.7877,123.1836,1.6905,91.9332,1.7437,6.5233,3,43.9803,43.52,1,1,2025-02-19
user_873,880,230.51,29.13,439.9375,209.1101,0.5937,153.7425,0.8226,220.7724,4,54.7173,230.51,0,0,2025-04-29
user_1164,260,61.86,3,388.9183,116.207,1.399,128.0096,2.0594,160.4042,3,39.7179,61.86,0,0,2025-05-08
user_4569,412,118.03,14.25,334.5284,45.9138,1.2424,94.9129,1.564,14.7815,3,49.4503,284.5,1,1,2025-04-26
user_189,933,149.39,55.47,10.7005,206.8938,1.2583,108.2369,2.1083,385.6377,9,82.0313,149.39,0,0,2025-02-10
user_1467,445,281.87,66.55,47.6268,70.3887,0.8,256.0916,2.9259,224.3651,6,66.0308,281.87,0,0,2025-02-03
user_3050,1173,16.91,49.35,359.7085,216.276,0.518,238.6744,2.5268,395.2394,4,55.7761,13.65,1,0,2025-01-27
user_537,752,375.28,47.57,261.7021,123.7403,1.165,89.7134,2.9183,159.999,6,67.9616,375.28,0,0,2025-02-01
user_3449,273,162.53,50.24,437.4247,125.4435,0.5495,139.4988,0.9586,77.524,13,77.6632,162.53,0,0,2025-05-05
user_2651,1034,243.57,41.85,446.1419,106.3405,0.9482,155.1607,1.4122,115.8584,4,67.7946,243.57,0,0,2025-02-12
user_3089,83,45.97,68.19,184.557,141.3249,0.7598,178.9148,2.8227,210.9375,5,99.6234,45.97,0,0,2025-03-24
user_570,830,135.75,36.64,360.5115,183.3602,1.1408,128.6851,0.7083,242.5898,5,47.7222,135.75,0,0,2025-03-18
user_1848,74,277.52,16.35,464.5308,200.5512,0.6272,241.46,3.9113,157.0623,5,67.7285,277.52,0,0,2025-01-22
user_3044,1243,48.11,54.69,160.51,150.6582,1.3831,189.5365,1.4054,166.1561,5,67.5276,48.11,0,0,2025-03-25
user_2357,648,200.15,64.87,314.1504,206.9941,1.1358,281.4543,3.9084,142.1716,6,63.2443,200.15,0,0,2025-02-17
user_22,570,93.83,43.5,394.2358,134.4455,0.4192,92.9853,3.3787,202.1057,4,80.0549,93.83,0,0,2025-06-12
user_625,1058,72.87,6.69,165.8295,143.0754,1.006,151.4208,2.3639,164.9118,6,74.7555,72.87,0,0,2025-04-30
user_3771,741,117.49,38.27,156.0432,137.517,0.4552,151.6889,3.2848,217.1736,6,60.0338,117.49,0,0,2025-04-07
user_3887,220,437.31,51.9,280.3301,138.4693,0.3125,120.8459,3.1435,137.3645,7,65.203,437.31,0,0,2025-05-24
user_2267,1259,116.94,34.76,304.6352,235.9484,0.4808,171.4701,3.337,88.6429,5,75.5808,116.94,0,0,2025-02-13
user_2719,1053,126.99,61.47,350.5999,5.0759,0.6286,176.9903,1.965,111.2988,8,46.1821,126.99,0,0,2025-04-03
user_44,532,163.0,57.56,410.8766,121.4498,0.3915,195.0082,2.5346,202.5255,9,71.391,163.0,0,0,2025-03-24
user_2929,978,74.22,56.84,186.4884,177.7274,1.1673,203.4143,4.6588,350.8918,5,63.4624,74.22,0,0,2025-01-15
user_2319,1290,447.34,13.77,333.0442,152.3576,1.0809,240.1289,1.7361,172.3663,10,43.0545,447.34,0,0,2025-05-10
user_1023,1088,141.26,44.9,357.9766,99.4082,0.3453,169.4705,1.1612,142.7373,7,81.0378,141.26,0,0,2025-01-14
user_4400,1082,193.16,23.43,260.4033,87.8694,0.3818,226.8327,1.5031,154.2589,6,67.0447,193.16,0,0,2025-05-17
user_430,1419,284.92,39.31,228.8927,142.4137,0.5886,94.8982,4.0125,161.1203,5,70.9633,284.92,0,0,2025-05-17
user_3647,217,112.74,53.82,85.0766,57.4916,0.7636,93.7832,3.2574,262.2666,6,78.5241,112.74,0,0,2025-04-02
user_4037,1100,342.07,46.09,335.5398,134.1752,0.9016,167.2927,1.9737,67.1018,7,63.495,342.07,0,0,2025-06-23
user_4956,46,95.6,2.27,1827.1983,11.564,3.811,11.3961,0.5242,12.6971,1,12.0912,228.46,1,1,2025-05-26
user_2234,122,164.5,30.96,530.8106,224.4206,0.9475,176.146,0.5568,183.7822,9,87.5238,164.5,0,0,2025-03-19
user_3032,518,139.37,65.39,305.029,186.3874,0.9717,175.3321,3.6048,97.9548,7,31.8806,139.37,0,0,2025-03-06
user_4354,677,184.55,31.5,560.2654,138.0403,0.6168,246.7621,3.4976,278.7893,8,30.8975,202.36,1,0,2025-03-07
user_1964,1261,30.87,36.39,435.2246,111.3669,1.0048,163.5098,4.1439,9.7806,12,80.4893,30.87,0,0,2025-03-14
user_4371,1049,27.6,3,216.9084,161.537,0.9425,199.501,3.1788,214.9259,3,61.8692,27.6,0,0,2025-06-10
user_3718,910,214.08,48.01,420.9881,38.5522,0.7625,292.0563,2.8254,34.2271,4,90.9553,214.08,0,0,2025-05-17
user_4856,49,299.91,1.7,2391.9304,20.7402,5.3068,26.1706,0.3316,9.4715,1,23.0518,299.91,0,1,2025-05-22
user_1609,1142,27.6,26.29,218.9822,178.6678,0.8317,197.3789,1.7531,334.9755,8,53.1519,27.6,0,0,2025-01-13
user_943,1322,267.92,44.47,386.8899,162.6572,0.7588,147.9022,2.6456,140.625,4,70.0894,267.92,0,0,2025-04-28
user_134,520,60.14,45.82,183.7955,134.0138,1.1092,209.9818,2.5031,130.4128,8,90.0521,60.14,0,0,2025-05-31
user_2984,741,120.66,54.38,405.8818,180.2,0.7211,228.091,3.5599,131.2589,7,78.9128,120.66,0,0,2025-04-25
user_1442,1084,39.86,49.49,117.7464,189.9075,0.7731,138.7949,0.7604,271.8651,7,71.3739,39.86,0,0,2025-05-31
user_2177,945,14.92,3,299.8068,156.0621,0.455,116.7493,1.4203,265.7133,8,67.6326,14.92,0,0,2025-01-06
user_3108,1095,99.62,55.91,408.3885,86.4363,0.9112,196.7214,0.9237,209.5714,7,75.3642,99.62,0,0,2025-04-02
user_3985,171,210.57,20.33,355.8063,92.0168,0.52,131.4135,2.4953,369.5373,9,86.8557,210.57,0,0,2025-06-13
user_3500,629,100.2,31.69,446.1391,32.505,0.2599,203.0316,2.0161,120.5289,7,81.1527,100.2,0,0,2025-05-30
user_2970,444,21.51,49.03,332.2314,127.1795,1.0444,137.1611,2.9761,151.8981,6,60.4474,21.51,0,0,2025-05-29
user_4657,680,70.72,16.37,496.9635,133.7011,1.3194,86.2912,0.8563,42.8454,3,53.0262,153.46,1,1,2025-03-12
user_2588,61,415.83,61.8,327.07,169.0366,0.529,196.4751,3.5527,294.5287,7,38.0547,415.83,0,0,2025-04-09
user_450,1021,156.38,15.87,483.8233,184.8049,0.6737,163.566,2.9601,241.0486,4,46.1789,156.38,0,0,2025-01-05
user_1159,1351,79.75,32.73,356.9912,120.4502,0.8905,91.4794,3.2835,110.7651,12,107.0716,79.75,0,0,2025-01-31
user_4591,387,147.46,17.56,467.0475,66.4364,2.5495,158.8586,1.3061,74.4641,6,33.7695,224.38,1,1,2025-02-24
user_4682,128,105.09,12.07,276.8782,88.4428,2.4655,123.0419,1.4827,98.5708,3,27.9223,148.18,1,1,2025-05-15
user_4491,1365,297.46,40.58,480.9333,178.3574,0.9221,122.3424,2.4043,204.8149,5,17.6966,297.46,0,0,2025-04-24
user_1094,1399,17.55,12.91,249.0295,164.4998,0.7392,264.1274,2.6582,80.9769,10,69.7369,17.55,0,0,2025-01-06
user_898,931,91.2,36.44,419.8973,144.5328,1.2173,185.7128,2.7665,104.8398,7,45.827,91.2,0,0,2025-02-27
user_4773,166,177.2,17.31,709.6332,40.828,1.6572,111.822,0.8573,29.9494,3,49.0369,344.3,1,1,2025-01-18
user_3189,1239,134.18,52.26,326.6752,130.4641,0.8708,218.6015,2.9619,180.4181,4,66.1674,134.18,0,0,2025-04-12
user_162,1232,66.93,40.04,454.0361,48.2228,0.7454,278.3666,1.0399,110.8103,7,51.5231,66.93,0,0,2025-02-23
user_2952,1105,24.77,45.23,468.7949,155.7187,1.4398,165.8174,2.0015,112.6262,10,36.3781,24.77,0,0,2025-06-05
user_1979,665,38.04,57.42,327.3577,204.458,0.808,243.3061,2.1735,175.6783,9,77.1185,38.04,0,0,2025-04-19
user_419,118,32.36,34.99,295.1044,139.387,1.1416,188.7984,3.0067,201.8015,6,49.3364,32.36,0,0,2025-04-27
user_4570,374,32.76,12.64,642.001,54.6681,1.4294,38.4475,0.3361,25.8109,2,28.0655,57.91,1,1,2025-03-11
user_2715,1369,139.77,68.39,339.8496,49.5458,0.6869,120.7414,1.6843,86.8146,5,26.107,139.77,0,0,2025-02-22
user_4890,80,83.26,2.36,787.5327,35.2134,4.8561,14.3113,0.4327,4.5745,2,3.8074,224.34,1,1,2025-05-18
user_1945,168,35.95,32.23,217.7741,169.335,1.2999,206.1074,1.764,217.5753,6,46.9833,35.95,0,0,2025-04-15
user_1035,363,271.54,43.34,287.896,220.0509,0.6403,251.9946,1.2566,285.0909,5,82.9858,271.54,0,0,2025-06-20
user_1047,770,28.63,45.31,290.4185,218.0685,0.6295,189.6793,3.8635,156.4381,9,79.4948,28.63,0,0,2025-02-11
user_384,1010,87.81,16.38,390.1385,83.9062,0.8804,195.0505,3.2611,34.1265,6,44.9548,87.81,0,0,2025-03-31
